Designator,Mid X,Mid Y,Rotation,Layer
C1,96.9,-93.2375,270.0,top
C3,97.0,-80.6,90.0,top
C4,85.3,-86.1,0.0,top
C5,85.3,-100.25,0.0,top
C6,99.95,-100.25,180.0,top
D1,91.715,-79.75,0.0,top
J1,93.0,-97.625,0.0,top
Q1,85.3,-80.82,90.0,top
R1,89.0,-80.55,90.0,top
R2,89.0,-88.9375,270.0,top
R3,89.0,-93.2375,90.0,top
SW1,100.1,-95.75,90.0,top
U1,93.0,-91.0875,270.0,top
U3,100.8,-82.8,90.0,top
Y1,85.25,-95.7,90.0,top
